pos,role,table,split,row_id,node_idx,column,sem_type,value_seen_by_model,row_timestamp,f2p_edges,is_target,is_mask
651,DRIVER_NBR_INDIRECT,standings,Db,24701,88183,wins of standings,number,number_z=-0.27148,2001-03-18,races:Db#664; drivers:Db#20,False,False
652,DRIVER_NBR_INDIRECT,standings,Db,24701,88183,date of standings,datetime,2001-03-18,2001-03-18,races:Db#664; drivers:Db#20,False,False
653,FULL_ONLY,races,Db,664,36965,year of races,number,number_z=0.44336,2001-03-18,circuits:Db#1,False,False
654,FULL_ONLY,races,Db,664,36965,round of races,number,number_z=-1.2812,2001-03-18,circuits:Db#1,False,False
655,FULL_ONLY,races,Db,664,36965,name of races,text,Malaysian Grand Prix,2001-03-18,circuits:Db#1,False,False
656,FULL_ONLY,races,Db,664,36965,date of races,datetime,2001-03-18,2001-03-18,circuits:Db#1,False,False
657,FULL_ONLY,races,Db,664,36965,time of races,text,00:00:00,2001-03-18,circuits:Db#1,False,False
658,DRIVER_NBR_INDIRECT,results,Db,17282,54684,number of results,number,number_z=-0.71484,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
659,DRIVER_NBR_INDIRECT,results,Db,17282,54684,grid of results,number,number_z=1.0859,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
660,DRIVER_NBR_INDIRECT,results,Db,17282,54684,position of results,number,number_z=1.0469,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
661,DRIVER_NBR_INDIRECT,results,Db,17282,54684,positionOrder of results,number,number_z=0.018921,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
662,DRIVER_NBR_INDIRECT,results,Db,17282,54684,points of results,number,number_z=-0.45117,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
663,DRIVER_NBR_INDIRECT,results,Db,17282,54684,laps of results,number,number_z=0.40039,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
664,DRIVER_NBR_INDIRECT,results,Db,17282,54684,statusId of results,number,number_z=-0.20996,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
665,DRIVER_NBR_INDIRECT,results,Db,17282,54684,date of results,datetime,2001-07-15,2001-07-15,races:Db#673; drivers:Db#20; constructors:Db#21,False,False
666,FULL_ONLY,races,Db,673,36974,year of races,number,number_z=0.44336,2001-07-15,circuits:Db#8,False,False
667,FULL_ONLY,races,Db,673,36974,round of races,number,number_z=0.49414,2001-07-15,circuits:Db#8,False,False
668,FULL_ONLY,races,Db,673,36974,name of races,text,British Grand Prix,2001-07-15,circuits:Db#8,False,False
669,FULL_ONLY,races,Db,673,36974,date of races,datetime,2001-07-15,2001-07-15,circuits:Db#8,False,False
670,FULL_ONLY,races,Db,673,36974,time of races,text,00:00:00,2001-07-15,circuits:Db#8,False,False
671,DRIVER_NBR_INDIRECT,standings,Db,25929,89411,points of standings,number,number_z=-0.013794,2004-07-25,races:Db#724; drivers:Db#20,False,False
672,DRIVER_NBR_INDIRECT,standings,Db,25929,89411,position of standings,number,number_z=-0.60547,2004-07-25,races:Db#724; drivers:Db#20,False,False
673,DRIVER_NBR_INDIRECT,standings,Db,25929,89411,wins of standings,number,number_z=-0.27148,2004-07-25,races:Db#724; drivers:Db#20,False,False
674,DRIVER_NBR_INDIRECT,standings,Db,25929,89411,date of standings,datetime,2004-07-25,2004-07-25,races:Db#724; drivers:Db#20,False,False
675,FULL_ONLY,races,Db,724,37025,year of races,number,number_z=0.58984,2004-07-25,circuits:Db#9,False,False
676,FULL_ONLY,races,Db,724,37025,round of races,number,number_z=0.69141,2004-07-25,circuits:Db#9,False,False
677,FULL_ONLY,races,Db,724,37025,name of races,text,German Grand Prix,2004-07-25,circuits:Db#9,False,False
678,FULL_ONLY,races,Db,724,37025,date of races,datetime,2004-07-25,2004-07-25,circuits:Db#9,False,False
679,FULL_ONLY,races,Db,724,37025,time of races,text,00:00:00,2004-07-25,circuits:Db#9,False,False
680,DRIVER_NBR_INDIRECT,standings,Db,24156,87638,points of standings,number,number_z=-0.013794,1999-08-01,races:Db#639; drivers:Db#20,False,False
681,DRIVER_NBR_INDIRECT,standings,Db,24156,87638,position of standings,number,number_z=-0.78516,1999-08-01,races:Db#639; drivers:Db#20,False,False
682,DRIVER_NBR_INDIRECT,standings,Db,24156,87638,wins of standings,number,number_z=-0.27148,1999-08-01,races:Db#639; drivers:Db#20,False,False
683,DRIVER_NBR_INDIRECT,standings,Db,24156,87638,date of standings,datetime,1999-08-01,1999-08-01,races:Db#639; drivers:Db#20,False,False
684,DRIVER_NBR_INDIRECT,standings,Db,25009,88491,points of standings,number,number_z=-0.1543,2001-09-30,races:Db#678; drivers:Db#20,False,False
685,DRIVER_NBR_INDIRECT,standings,Db,25009,88491,position of standings,number,number_z=-0.54297,2001-09-30,races:Db#678; drivers:Db#20,False,False
686,DRIVER_NBR_INDIRECT,standings,Db,25009,88491,wins of standings,number,number_z=-0.27148,2001-09-30,races:Db#678; drivers:Db#20,False,False
687,DRIVER_NBR_INDIRECT,standings,Db,25009,88491,date of standings,datetime,2001-09-30,2001-09-30,races:Db#678; drivers:Db#20,False,False
688,DRIVER_NBR_INDIRECT,standings,Db,23229,86711,points of standings,number,number_z=-0.37891,1996-09-22,races:Db#595; drivers:Db#20,False,False
689,DRIVER_NBR_INDIRECT,standings,Db,23229,86711,position of standings,number,number_z=-0.054688,1996-09-22,races:Db#595; drivers:Db#20,False,False
690,DRIVER_NBR_INDIRECT,standings,Db,23229,86711,wins of standings,number,number_z=-0.27148,1996-09-22,races:Db#595; drivers:Db#20,False,False
691,DRIVER_NBR_INDIRECT,standings,Db,23229,86711,date of standings,datetime,1996-09-22,1996-09-22,races:Db#595; drivers:Db#20,False,False
692,FULL_ONLY,races,Db,595,36896,year of races,number,number_z=0.19629,1996-09-22,circuits:Db#26,False,False
693,FULL_ONLY,races,Db,595,36896,round of races,number,number_z=1.2812,1996-09-22,circuits:Db#26,False,False
694,FULL_ONLY,races,Db,595,36896,name of races,text,Portuguese Grand Prix,1996-09-22,circuits:Db#26,False,False
695,FULL_ONLY,races,Db,595,36896,date of races,datetime,1996-09-22,1996-09-22,circuits:Db#26,False,False
696,FULL_ONLY,races,Db,595,36896,time of races,text,00:00:00,1996-09-22,circuits:Db#26,False,False
697,FULL_ONLY,circuits,Db,26,26,circuitRef of circuits,text,estoril,,,False,False
698,FULL_ONLY,circuits,Db,26,26,name of circuits,text,Autódromo do Estoril,,,False,False
699,FULL_ONLY,circuits,Db,26,26,location of circuits,text,Estoril,,,False,False
700,FULL_ONLY,circuits,Db,26,26,country of circuits,text,Portugal,,,False,False
701,FULL_ONLY,circuits,Db,26,26,lat of circuits,number,number_z=0.23242,,,False,False
702,FULL_ONLY,circuits,Db,26,26,lng of circuits,number,number_z=-0.16016,,,False,False
703,FULL_ONLY,circuits,Db,26,26,alt of circuits,number,number_z=-0.32422,,,False,False
704,DRIVER_NBR_INDIRECT,driver-dnf,Train,7202,105510,date of driver-dnf,datetime,2003-02-11,2003-02-11,drivers:Db#20,False,False
705,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,7202,105510,did_not_finish of driver-dnf,boolean,1,2003-02-11,drivers:Db#20,False,False
706,DRIVER_NBR_INDIRECT,standings,Db,24901,88383,points of standings,number,number_z=-0.35156,2001-07-15,races:Db#673; drivers:Db#20,False,False
707,DRIVER_NBR_INDIRECT,standings,Db,24901,88383,position of standings,number,number_z=-0.17676,2001-07-15,races:Db#673; drivers:Db#20,False,False
708,DRIVER_NBR_INDIRECT,standings,Db,24901,88383,wins of standings,number,number_z=-0.27148,2001-07-15,races:Db#673; drivers:Db#20,False,False
709,DRIVER_NBR_INDIRECT,standings,Db,24901,88383,date of standings,datetime,2001-07-15,2001-07-15,races:Db#673; drivers:Db#20,False,False
710,DRIVER_NBR_INDIRECT,driver-dnf,Train,7221,105529,date of driver-dnf,datetime,2001-03-23,2001-03-23,drivers:Db#20,False,False
711,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,7221,105529,did_not_finish of driver-dnf,boolean,1,2001-03-23,drivers:Db#20,False,False
712,DRIVER_NBR_INDIRECT,results,Db,15727,53129,number of results,number,number_z=-0.38672,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
713,DRIVER_NBR_INDIRECT,results,Db,15727,53129,grid of results,number,number_z=-0.4375,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
714,DRIVER_NBR_INDIRECT,results,Db,15727,53129,position of results,number,number_z=0.21484,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
715,DRIVER_NBR_INDIRECT,results,Db,15727,53129,positionOrder of results,number,number_z=-0.5,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
716,DRIVER_NBR_INDIRECT,results,Db,15727,53129,points of results,number,number_z=-0.45117,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
717,DRIVER_NBR_INDIRECT,results,Db,15727,53129,laps of results,number,number_z=0.60156,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
718,DRIVER_NBR_INDIRECT,results,Db,15727,53129,milliseconds of results,number,number_z=-0.42969,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
719,DRIVER_NBR_INDIRECT,results,Db,15727,53129,statusId of results,number,number_z=-0.62891,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
720,DRIVER_NBR_INDIRECT,results,Db,15727,53129,date of results,datetime,1997-05-25,1997-05-25,races:Db#602; drivers:Db#20; constructors:Db#16,False,False
721,FULL_ONLY,races,Db,602,36903,year of races,number,number_z=0.24512,1997-05-25,circuits:Db#3,False,False
722,FULL_ONLY,races,Db,602,36903,round of races,number,number_z=-0.49023,1997-05-25,circuits:Db#3,False,False
723,FULL_ONLY,races,Db,602,36903,name of races,text,Spanish Grand Prix,1997-05-25,circuits:Db#3,False,False
724,FULL_ONLY,races,Db,602,36903,date of races,datetime,1997-05-25,1997-05-25,circuits:Db#3,False,False
725,FULL_ONLY,races,Db,602,36903,time of races,text,00:00:00,1997-05-25,circuits:Db#3,False,False
726,DRIVER_NBR_INDIRECT,standings,Db,25035,88517,points of standings,number,number_z=-0.1543,2001-10-14,races:Db#679; drivers:Db#20,False,False
727,DRIVER_NBR_INDIRECT,standings,Db,25035,88517,position of standings,number,number_z=-0.54297,2001-10-14,races:Db#679; drivers:Db#20,False,False
728,DRIVER_NBR_INDIRECT,standings,Db,25035,88517,wins of standings,number,number_z=-0.27148,2001-10-14,races:Db#679; drivers:Db#20,False,False
729,DRIVER_NBR_INDIRECT,standings,Db,25035,88517,date of standings,datetime,2001-10-14,2001-10-14,races:Db#679; drivers:Db#20,False,False
730,FULL_ONLY,races,Db,679,36980,year of races,number,number_z=0.44336,2001-10-14,circuits:Db#21,False,False
731,FULL_ONLY,races,Db,679,36980,round of races,number,number_z=1.6719,2001-10-14,circuits:Db#21,False,False
732,FULL_ONLY,races,Db,679,36980,name of races,text,Japanese Grand Prix,2001-10-14,circuits:Db#21,False,False
733,FULL_ONLY,races,Db,679,36980,date of races,datetime,2001-10-14,2001-10-14,circuits:Db#21,False,False
734,FULL_ONLY,races,Db,679,36980,time of races,text,00:00:00,2001-10-14,circuits:Db#21,False,False
735,DRIVER_NBR_INDIRECT,results,Db,17769,55171,number of results,number,number_z=-0.58203,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
736,DRIVER_NBR_INDIRECT,results,Db,17769,55171,grid of results,number,number_z=-0.4375,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
737,DRIVER_NBR_INDIRECT,results,Db,17769,55171,positionOrder of results,number,number_z=0.018921,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
738,DRIVER_NBR_INDIRECT,results,Db,17769,55171,points of results,number,number_z=-0.45117,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
739,DRIVER_NBR_INDIRECT,results,Db,17769,55171,laps of results,number,number_z=-0.30469,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
740,DRIVER_NBR_INDIRECT,results,Db,17769,55171,statusId of results,number,number_z=-0.47656,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
741,DRIVER_NBR_INDIRECT,results,Db,17769,55171,date of results,datetime,2002-10-13,2002-10-13,races:Db#696; drivers:Db#20; constructors:Db#16,False,False
742,FULL_ONLY,races,Db,696,36997,year of races,number,number_z=0.49219,2002-10-13,circuits:Db#21,False,False
743,FULL_ONLY,races,Db,696,36997,round of races,number,number_z=1.6719,2002-10-13,circuits:Db#21,False,False
744,FULL_ONLY,races,Db,696,36997,name of races,text,Japanese Grand Prix,2002-10-13,circuits:Db#21,False,False
745,FULL_ONLY,races,Db,696,36997,date of races,datetime,2002-10-13,2002-10-13,circuits:Db#21,False,False
746,FULL_ONLY,races,Db,696,36997,time of races,text,00:00:00,2002-10-13,circuits:Db#21,False,False
747,DRIVER_NBR_INDIRECT,standings,Db,24736,88218,points of standings,number,number_z=-0.35156,2001-04-15,races:Db#666; drivers:Db#20,False,False
748,DRIVER_NBR_INDIRECT,standings,Db,24736,88218,position of standings,number,number_z=-0.60547,2001-04-15,races:Db#666; drivers:Db#20,False,False
749,DRIVER_NBR_INDIRECT,standings,Db,24736,88218,wins of standings,number,number_z=-0.27148,2001-04-15,races:Db#666; drivers:Db#20,False,False
750,DRIVER_NBR_INDIRECT,standings,Db,24736,88218,date of standings,datetime,2001-04-15,2001-04-15,races:Db#666; drivers:Db#20,False,False
751,FULL_ONLY,races,Db,666,36967,year of races,number,number_z=0.44336,2001-04-15,circuits:Db#20,False,False
752,FULL_ONLY,races,Db,666,36967,round of races,number,number_z=-0.88281,2001-04-15,circuits:Db#20,False,False
753,FULL_ONLY,races,Db,666,36967,name of races,text,San Marino Grand Prix,2001-04-15,circuits:Db#20,False,False
754,FULL_ONLY,races,Db,666,36967,date of races,datetime,2001-04-15,2001-04-15,circuits:Db#20,False,False
755,FULL_ONLY,races,Db,666,36967,time of races,text,00:00:00,2001-04-15,circuits:Db#20,False,False
756,DRIVER_NBR_INDIRECT,results,Db,15860,53262,number of results,number,number_z=-0.38672,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
757,DRIVER_NBR_INDIRECT,results,Db,15860,53262,grid of results,number,number_z=-0.99219,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
758,DRIVER_NBR_INDIRECT,results,Db,15860,53262,position of results,number,number_z=-1.2422,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
759,DRIVER_NBR_INDIRECT,results,Db,15860,53262,positionOrder of results,number,number_z=-1.4062,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
760,DRIVER_NBR_INDIRECT,results,Db,15860,53262,points of results,number,number_z=0.96875,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
761,DRIVER_NBR_INDIRECT,results,Db,15860,53262,laps of results,number,number_z=-0.069824,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
762,DRIVER_NBR_INDIRECT,results,Db,15860,53262,milliseconds of results,number,number_z=-0.33984,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
763,DRIVER_NBR_INDIRECT,results,Db,15860,53262,statusId of results,number,number_z=-0.62891,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
764,DRIVER_NBR_INDIRECT,results,Db,15860,53262,date of results,datetime,1997-08-24,1997-08-24,races:Db#608; drivers:Db#20; constructors:Db#16,False,False
765,FULL_ONLY,races,Db,608,36909,year of races,number,number_z=0.24512,1997-08-24,circuits:Db#12,False,False
766,FULL_ONLY,races,Db,608,36909,round of races,number,number_z=0.69141,1997-08-24,circuits:Db#12,False,False
767,FULL_ONLY,races,Db,608,36909,name of races,text,Belgian Grand Prix,1997-08-24,circuits:Db#12,False,False
768,FULL_ONLY,races,Db,608,36909,date of races,datetime,1997-08-24,1997-08-24,circuits:Db#12,False,False
769,FULL_ONLY,races,Db,608,36909,time of races,text,00:00:00,1997-08-24,circuits:Db#12,False,False
770,DRIVER_NBR_INDIRECT,standings,Db,25894,89376,points of standings,number,number_z=-0.098145,2004-07-04,races:Db#722; drivers:Db#20,False,False
771,DRIVER_NBR_INDIRECT,standings,Db,25894,89376,position of standings,number,number_z=-0.60547,2004-07-04,races:Db#722; drivers:Db#20,False,False
772,DRIVER_NBR_INDIRECT,standings,Db,25894,89376,wins of standings,number,number_z=-0.27148,2004-07-04,races:Db#722; drivers:Db#20,False,False
773,DRIVER_NBR_INDIRECT,standings,Db,25894,89376,date of standings,datetime,2004-07-04,2004-07-04,races:Db#722; drivers:Db#20,False,False
774,FULL_ONLY,races,Db,722,37023,year of races,number,number_z=0.58984,2004-07-04,circuits:Db#7,False,False
775,FULL_ONLY,races,Db,722,37023,round of races,number,number_z=0.29688,2004-07-04,circuits:Db#7,False,False
776,FULL_ONLY,races,Db,722,37023,name of races,text,French Grand Prix,2004-07-04,circuits:Db#7,False,False
777,FULL_ONLY,races,Db,722,37023,date of races,datetime,2004-07-04,2004-07-04,circuits:Db#7,False,False
778,FULL_ONLY,races,Db,722,37023,time of races,text,00:00:00,2004-07-04,circuits:Db#7,False,False
779,DRIVER_NBR_INDIRECT,standings,Db,23788,87270,points of standings,number,number_z=-0.013794,1998-06-28,races:Db#621; drivers:Db#20,False,False
780,DRIVER_NBR_INDIRECT,standings,Db,23788,87270,position of standings,number,number_z=-0.84766,1998-06-28,races:Db#621; drivers:Db#20,False,False
781,DRIVER_NBR_INDIRECT,standings,Db,23788,87270,wins of standings,number,number_z=-0.27148,1998-06-28,races:Db#621; drivers:Db#20,False,False
782,DRIVER_NBR_INDIRECT,standings,Db,23788,87270,date of standings,datetime,1998-06-28,1998-06-28,races:Db#621; drivers:Db#20,False,False
783,FULL_ONLY,races,Db,621,36922,year of races,number,number_z=0.29492,1998-06-28,circuits:Db#7,False,False
784,FULL_ONLY,races,Db,621,36922,round of races,number,number_z=-0.097168,1998-06-28,circuits:Db#7,False,False
785,FULL_ONLY,races,Db,621,36922,name of races,text,French Grand Prix,1998-06-28,circuits:Db#7,False,False
786,FULL_ONLY,races,Db,621,36922,date of races,datetime,1998-06-28,1998-06-28,circuits:Db#7,False,False
787,FULL_ONLY,races,Db,621,36922,time of races,text,00:00:00,1998-06-28,circuits:Db#7,False,False
788,DRIVER_NBR_INDIRECT,results,Db,15651,53053,number of results,number,number_z=-0.38672,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
789,DRIVER_NBR_INDIRECT,results,Db,15651,53053,grid of results,number,number_z=-0.29883,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
790,DRIVER_NBR_INDIRECT,results,Db,15651,53053,positionOrder of results,number,number_z=0.53906,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
791,DRIVER_NBR_INDIRECT,results,Db,15651,53053,points of results,number,number_z=-0.45117,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
792,DRIVER_NBR_INDIRECT,results,Db,15651,53053,laps of results,number,number_z=-0.74219,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
793,DRIVER_NBR_INDIRECT,results,Db,15651,53053,statusId of results,number,number_z=-0.51562,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
794,DRIVER_NBR_INDIRECT,results,Db,15651,53053,date of results,datetime,1997-04-13,1997-04-13,races:Db#599; drivers:Db#20; constructors:Db#16,False,False
795,FULL_ONLY,races,Db,599,36900,year of races,number,number_z=0.24512,1997-04-13,circuits:Db#24,False,False
796,FULL_ONLY,races,Db,599,36900,round of races,number,number_z=-1.0781,1997-04-13,circuits:Db#24,False,False
797,FULL_ONLY,races,Db,599,36900,name of races,text,Argentine Grand Prix,1997-04-13,circuits:Db#24,False,False
798,FULL_ONLY,races,Db,599,36900,date of races,datetime,1997-04-13,1997-04-13,circuits:Db#24,False,False
799,FULL_ONLY,races,Db,599,36900,time of races,text,00:00:00,1997-04-13,circuits:Db#24,False,False
800,DRIVER_NBR_INDIRECT,qualifying,Db,1685,28171,number of qualifying,number,number_z=-0.39844,2003-05-31,races:Db#703; drivers:Db#20; constructors:Db#16,False,False
801,DRIVER_NBR_INDIRECT,qualifying,Db,1685,28171,position of qualifying,number,number_z=0.12012,2003-05-31,races:Db#703; drivers:Db#20; constructors:Db#16,False,False
802,DRIVER_NBR_INDIRECT,qualifying,Db,1685,28171,date of qualifying,datetime,2003-05-31,2003-05-31,races:Db#703; drivers:Db#20; constructors:Db#16,False,False
803,FULL_ONLY,races,Db,703,37004,year of races,number,number_z=0.53906,2003-06-01,circuits:Db#5,False,False
804,FULL_ONLY,races,Db,703,37004,round of races,number,number_z=-0.29492,2003-06-01,circuits:Db#5,False,False
805,FULL_ONLY,races,Db,703,37004,name of races,text,Monaco Grand Prix,2003-06-01,circuits:Db#5,False,False
806,FULL_ONLY,races,Db,703,37004,date of races,datetime,2003-06-01,2003-06-01,circuits:Db#5,False,False
807,FULL_ONLY,races,Db,703,37004,time of races,text,00:00:00,2003-06-01,circuits:Db#5,False,False
808,DRIVER_NBR_INDIRECT,standings,Db,25153,88635,points of standings,number,number_z=-0.32227,2002-05-12,races:Db#685; drivers:Db#20,False,False
809,DRIVER_NBR_INDIRECT,standings,Db,25153,88635,position of standings,number,number_z=-0.48242,2002-05-12,races:Db#685; drivers:Db#20,False,False
810,DRIVER_NBR_INDIRECT,standings,Db,25153,88635,wins of standings,number,number_z=-0.27148,2002-05-12,races:Db#685; drivers:Db#20,False,False
811,DRIVER_NBR_INDIRECT,standings,Db,25153,88635,date of standings,datetime,2002-05-12,2002-05-12,races:Db#685; drivers:Db#20,False,False
812,FULL_ONLY,races,Db,685,36986,year of races,number,number_z=0.49219,2002-05-12,circuits:Db#69,False,False
813,FULL_ONLY,races,Db,685,36986,round of races,number,number_z=-0.49023,2002-05-12,circuits:Db#69,False,False
814,FULL_ONLY,races,Db,685,36986,name of races,text,Austrian Grand Prix,2002-05-12,circuits:Db#69,False,False
815,FULL_ONLY,races,Db,685,36986,date of races,datetime,2002-05-12,2002-05-12,circuits:Db#69,False,False
816,FULL_ONLY,races,Db,685,36986,time of races,text,00:00:00,2002-05-12,circuits:Db#69,False,False
817,DRIVER_NBR_INDIRECT,driver-dnf,Train,6505,104813,date of driver-dnf,datetime,2000-02-27,2000-02-27,drivers:Db#20,False,False
818,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,6505,104813,did_not_finish of driver-dnf,boolean,0,2000-02-27,drivers:Db#20,False,False
819,DRIVER_NBR_INDIRECT,driver-dnf,Train,9265,107573,date of driver-dnf,datetime,2004-06-05,2004-06-05,drivers:Db#20,False,False
820,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,9265,107573,did_not_finish of driver-dnf,boolean,1,2004-06-05,drivers:Db#20,False,False
821,DRIVER_NBR_INDIRECT,qualifying,Db,1145,27631,number of qualifying,number,number_z=-0.3418,1997-07-12,races:Db#605; drivers:Db#20; constructors:Db#16,False,False
822,DRIVER_NBR_INDIRECT,qualifying,Db,1145,27631,position of qualifying,number,number_z=-0.19824,1997-07-12,races:Db#605; drivers:Db#20; constructors:Db#16,False,False
823,DRIVER_NBR_INDIRECT,qualifying,Db,1145,27631,date of qualifying,datetime,1997-07-12,1997-07-12,races:Db#605; drivers:Db#20; constructors:Db#16,False,False
824,FULL_ONLY,races,Db,605,36906,year of races,number,number_z=0.24512,1997-07-13,circuits:Db#8,False,False
825,FULL_ONLY,races,Db,605,36906,round of races,number,number_z=0.099609,1997-07-13,circuits:Db#8,False,False
826,FULL_ONLY,races,Db,605,36906,name of races,text,British Grand Prix,1997-07-13,circuits:Db#8,False,False
827,FULL_ONLY,races,Db,605,36906,date of races,datetime,1997-07-13,1997-07-13,circuits:Db#8,False,False
828,FULL_ONLY,races,Db,605,36906,time of races,text,00:00:00,1997-07-13,circuits:Db#8,False,False
829,DRIVER_NBR_INDIRECT,driver-dnf,Train,10038,108346,date of driver-dnf,datetime,1997-08-11,1997-08-11,drivers:Db#20,False,False
830,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,10038,108346,did_not_finish of driver-dnf,boolean,0,1997-08-11,drivers:Db#20,False,False
831,DRIVER_NBR_INDIRECT,results,Db,15752,53154,number of results,number,number_z=-0.38672,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
832,DRIVER_NBR_INDIRECT,results,Db,15752,53154,grid of results,number,number_z=-0.71484,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
833,DRIVER_NBR_INDIRECT,results,Db,15752,53154,position of results,number,number_z=-1.0312,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
834,DRIVER_NBR_INDIRECT,results,Db,15752,53154,positionOrder of results,number,number_z=-1.2812,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
835,DRIVER_NBR_INDIRECT,results,Db,15752,53154,points of results,number,number_z=0.49609,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
836,DRIVER_NBR_INDIRECT,results,Db,15752,53154,laps of results,number,number_z=0.26562,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
837,DRIVER_NBR_INDIRECT,results,Db,15752,53154,milliseconds of results,number,number_z=-0.93359,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
838,DRIVER_NBR_INDIRECT,results,Db,15752,53154,statusId of results,number,number_z=-0.62891,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
839,DRIVER_NBR_INDIRECT,results,Db,15752,53154,date of results,datetime,1997-06-15,1997-06-15,races:Db#603; drivers:Db#20; constructors:Db#16,False,False
840,FULL_ONLY,races,Db,603,36904,year of races,number,number_z=0.24512,1997-06-15,circuits:Db#6,False,False
841,FULL_ONLY,races,Db,603,36904,round of races,number,number_z=-0.29492,1997-06-15,circuits:Db#6,False,False
842,FULL_ONLY,races,Db,603,36904,name of races,text,Canadian Grand Prix,1997-06-15,circuits:Db#6,False,False
843,FULL_ONLY,races,Db,603,36904,date of races,datetime,1997-06-15,1997-06-15,circuits:Db#6,False,False
844,FULL_ONLY,races,Db,603,36904,time of races,text,00:00:00,1997-06-15,circuits:Db#6,False,False
845,FULL_ONLY,circuits,Db,6,6,circuitRef of circuits,text,villeneuve,,,False,False
846,FULL_ONLY,circuits,Db,6,6,name of circuits,text,Circuit Gilles Villeneuve,,,False,False
847,FULL_ONLY,circuits,Db,6,6,location of circuits,text,Montreal,,,False,False
848,FULL_ONLY,circuits,Db,6,6,country of circuits,text,Canada,,,False,False
849,FULL_ONLY,circuits,Db,6,6,lat of circuits,number,number_z=0.52734,,,False,False
850,FULL_ONLY,circuits,Db,6,6,lng of circuits,number,number_z=-1.1406,,,False,False
851,FULL_ONLY,circuits,Db,6,6,alt of circuits,number,number_z=-0.64453,,,False,False
852,DRIVER_NBR_INDIRECT,standings,Db,23077,86559,points of standings,number,number_z=-0.37891,1996-06-30,races:Db#589; drivers:Db#20,False,False
853,DRIVER_NBR_INDIRECT,standings,Db,23077,86559,position of standings,number,number_z=-0.17676,1996-06-30,races:Db#589; drivers:Db#20,False,False
854,DRIVER_NBR_INDIRECT,standings,Db,23077,86559,wins of standings,number,number_z=-0.27148,1996-06-30,races:Db#589; drivers:Db#20,False,False
855,DRIVER_NBR_INDIRECT,standings,Db,23077,86559,date of standings,datetime,1996-06-30,1996-06-30,races:Db#589; drivers:Db#20,False,False
